,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Month,Year
25,30.3,34.4,27,998.5,73,0,2.6,11.3,24.1,-, , , , ,8,2018
26,31,34.2,27,998,73,0,3.2,7.8,24.1,-, , , , ,8,2018
27,29.6,34.9,26.5,999.8,83,2.03,2.6,2.6,9.4,-,o, , , ,8,2018
28,28.4,32.7,26,1001.3,92,50.04,1.9,3.1,11.1,-,o, , , ,8,2018
29,28.7,31.7,26.3,1001.9,88,11.94,1.9,0.9,3.5,-,o, , , ,8,2018
30,30.9,34.4,26.3,999.1,78,16,1.9,4.6,7.6,-, , , , ,8,2018
31,30.9,35.1,28,1000,76,0,2.3,4.8,11.1,-, , , , ,8,2018
1,27.1,34,23.5,1002.6,93,24.89,1.8,4.8,16.5,-,o, ,o, ,9,2018
2,26.7,29.4,25,1002.3,92,24.89,1.9,4.6,11.1,-,o, , , ,9,2018
3,26.7,29,25.6,1002.4,95,36.07,1.6,0.4,3.5,-,o, , , ,9,2018
4,27,29.6,25.1,1002.8,93,41.91,1.6,0.9,3.5,-,o, , , ,9,2018
5,28.1,30.4,23.8,1002.4,86,9.91,2.1,5.4,14.8,-,o, , , ,9,2018
6,30.2,35.6,25.2,1001.6,74,2.03,2.1,7,14.8,-,o, ,o, ,9,2018
7,28.3,34.6,24.6,1003.2,86,20.07,2.1,1.7,9.4,-,o, , , ,9,2018
8,28.7,34.1,25.5,1003.5,83,2.03,2.6,9.3,22.2,-, , ,o, ,9,2018
9,28.6,33.6,25,1005.2,80,6.1,3.1,8.1,11.1,-, , , , ,9,2018
10,28.7,32.7,24.8,1006.8,81,0,1.9,4.3,7.6,-, , , , ,9,2018
11,30.2,33.8,26,1005.3,76,0,2.7,8.7,11.1,-, , , , ,9,2018
12,30.4,34.3,26.5,1002.6,70,0,2.6,13,22.2,-, , , , ,9,2018
13,30.3,33.6,26.5,1003.3,67,0,2.6,13,18.3,-, , , , ,9,2018
14,29.5,34.4,22.2,1005.7,70,0,3.4,7,14.8,-, , , , ,9,2018
15,30.6,34.6,25.5,1007.3,60,0,4,8.1,13,-, , , , ,9,2018
16,29.6,34.6,25.5,1005.8,68,0,2.7,5,14.8,-, , , , ,9,2018
18,30.2,34.8,25.2,1004.7,61,0,3.4,4.8,14.8,-, , , , ,9,2018
19,28.7,35.2,23.2,1004.7,68,0,3.4,3.1,11.1,-, , , , ,9,2018
20,30,35.4,24,1005.2,66,0,2.7,2.8,7.6,-, , , , ,9,2018
21,28.3,35.7,23.8,1008,75,0,2.6,9.1,14.8,-,o, , , ,9,2018
22,25.8,34,22.2,1008,91,26.92,1.9,10.9,18.3,-,o, , , ,9,2018
23,27.3,30.2,25,1007.6,86,2.03,1.9,16.5,88.9,-,o, , , ,9,2018
25,24.2,27.8,22,1007.4,90,12.95,1.8,4.8,11.1,-,o, , , ,9,2018
26,27.1,32.2,22,1007.1,77,0.25,3.5,4.3,13,-, , , , ,9,2018
27,28,33.2,22.6,1007.8,75,0,2.7,2.4,7.6,-, , , , ,9,2018
28,29.3,35.4,23.2,1008.3,63,0,2.6,2,11.1,-, , , , ,9,2018
29,28.9,35.5,23.4,1009.1,65,0,2.3,2.6,11.1,-, , , , ,9,2018
30,28.1,35.2,24.2,1008.4,65,0,2.6,4.3,14.8,-, , , , ,9,2018
1,28.2,34.8,22.2,1008.4,66,0,2.7,2.6,9.4,-, , , , ,10,2018
2,28.7,35.2,22.5,1008.8,63,0,2.6,0.4,3.5,-, , , , ,10,2018
3,28.8,35.6,22.5,1008.5,59,0,2.6,0.4,3.5,-, , , , ,10,2018
4,28.6,36,23.4,1010,63,0,1.9,2.4,7.6,-, , , , ,10,2018
5,27.8,35.5,22.4,1010.9,67,0,1.9,1.5,5.4,-, , , , ,10,2018
6,27.1,35.2,21,1010.6,61,0,3.2,2.6,7.6,-, , , , ,10,2018
7,26.4,34.6,20.2,1010,63,0,2.3,1.9,7.6,-, , , , ,10,2018
8,27.5,34.8,20.1,1008.1,63,0,1.9,2,9.4,-, , , , ,10,2018
9,27.8,35.3,22.4,1007.4,66,0,1.9,3.7,9.4,-, , , , ,10,2018
10,28.8,35.5,23,1008,66,0,2.3,5,7.6,-, , , , ,10,2018
11,25.3,34.6,20.2,1010.7,64,0,1.9,9.4,35.2,-, , , , ,10,2018
12,24.8,32.3,17.5,1012.3,60,0,1.9,1.1,5.4,-, , , , ,10,2018
13,23.8,32.4,16.6,1012.7,62,0,1.8,0,-,-, , , , ,10,2018
14,24.2,31.8,17.3,1011.6,58,0,2.6,5.4,14.8,-, , , , ,10,2018
15,25.7,32.5,17,1012.1,58,0,2.6,3,9.4,-, , , , ,10,2018
16,26.2,34.2,18.5,1011,63,0,1.9,1.5,7.6,-, , , , ,10,2018
17,25.6,34.4,19.2,1009.6,59,0,2.3,2.6,7.6,-, , , , ,10,2018
18,27.2,34.7,18,1009.4,58,0,2.6,3.3,9.4,-, , , , ,10,2018
19,27.1,34,17.8,1011,54,0,2.3,2.8,9.4,-, , , , ,10,2018
20,26,33.8,17.4,1013.8,52,0,2.4,2,7.6,-, , , , ,10,2018
21,24.8,32.9,17,-,54,0,2.6,3.3,13,-, , , , ,10,2018
22,24.5,31,15.3,1013.1,48,0,3.1,7.4,22.2,-, , , , ,10,2018
23,24.8,32,16,1013.3,49,0,2.9,2.2,5.4,-, , , , ,10,2018
24,25.9,33,16.1,1013.1,54,0,2.4,2.4,7.6,-, , , , ,10,2018
25,24.5,32.5,15,1014.8,58,0,2.4,2,7.6,-, , , , ,10,2018
26,24.2,32.4,15.8,1016.8,59,0,2.1,0.6,5.4,-, , , , ,10,2018
27,24.2,31,15.6,1016.7,62,0,1.9,2.4,9.4,-, , , , ,10,2018
28,25,32,15.6,-,53,0,1.9,4.4,9.4,-, , , , ,10,2018
29,24.2,32.1,15.5,1014.8,60,0,1.9,3.9,13,-, , , , ,10,2018
30,24.3,31.1,16.5,1015.5,63,0,1.6,1.9,5.4,-, , , ,o,10,2018
31,24.1,31,16,1015.3,63,0,1.6,2.2,10.7,-, , , , ,10,2018
1,24.1,31.1,16,1014.3,65,0,1.6,5,14.4,-, , , , ,11,2018
2,24.6,32,16,1012.1,63,0,1.6,4.1,7.6,-, , , , ,11,2018
3,25.2,31.6,18.5,1011.7,63,0.25,1.9,9.4,14.8,-, , , , ,11,2018
4,24.4,30.6,18,1013.4,57,0,2.4,9.3,14.8,-, , , , ,11,2018
5,20.8,29.7,14.8,-,68,0,1.1,8.7,14.8,-, , , , ,11,2018
6,22.2,28,15.3,1014.7,42,0,2.7,12.2,22.2,-, , , , ,11,2018
7,20.3,28,12.5,1015.7,44,0,3.1,8.3,18.3,-, , , , ,11,2018
8,18.6,27.8,10.5,1014.7,58,0,1.4,1.1,3.5,-, , , ,o,11,2018
9,21.5,29,11,-,59,0,1.4,2.4,-,-, , , , ,11,2018
10,21.4,29.2,12,-,61,0,1.4,1.9,51.9,-, , , , ,11,2018
11,22.2,31,12.4,-,56,0,2.1,2.8,7.6,-, , , , ,11,2018
12,21.8,31.4,13.4,1011.2,67,0,1.1,1.9,3.5,-, , , , ,11,2018
13,21.9,30.2,14.2,1009.6,74,0.25,1.3,4.1,9.4,-,o, , , ,11,2018
14,22.2,29.4,17.6,1011.4,77,7.11,2.3,5.4,14.8,-,o, , , ,11,2018
15,22.2,28.5,16.2,1015.2,67,1.02,2.4,4.8,9.4,-, , , , ,11,2018
16,21.6,27.5,14.5,-,53,0,2.6,15.4,22.2,-, , , , ,11,2018
23,20.7,29,11.3,1017.5,51,0,2.3,7,22.2,29.4, , , , ,11,2018
24,20.9,28,13.4,1017,49,0,3.2,10.9,24.1,35.2, , , , ,11,2018
25,19.3,27.9,10.4,1016.4,59,0,2.9,2,9.4,-, , , , ,11,2018
26,19.8,27.2,10.5,1016.3,64,0,2.1,0.7,5.4,-, , , , ,11,2018
27,20.8,28.2,10.7,1018,65,0,1.9,0.9,5.4,-, , , , ,11,2018
28,21,28.4,13.5,-,72,0,1.6,0.9,3.5,-, , , , ,11,2018
29,19.8,28.1,12.2,1018.8,71,0,1.8,2.6,9.4,-, , , , ,11,2018
30,19.3,26.2,10.7,1017.7,68,0,1.8,3.1,9.4,-, , , , ,11,2018
1,19.6,26.4,10.8,-,60,0,2.6,5.4,14.8,-, , , , ,12,2018
2,19.6,28,9,1014.6,56,0,2.4,2.4,11.1,-, , , , ,12,2018
3,18.9,28.1,8.6,1016.7,58,0,1.9,3.5,9.4,-, , , , ,12,2018
4,17.7,27.4,8.6,1017.8,67,0,1.6,1.9,5.4,-, , , , ,12,2018
5,18.3,26,8.4,1015.2,68,0,1.6,0.6,7.6,-, , , , ,12,2018
6,17.4,25,9.8,1015,72,0,1.8,2,9.4,-, , , , ,12,2018
7,17.5,25.1,8.8,1015.7,67,0,1.9,4.8,22.2,29.4, , , , ,12,2018
8,16.5,24.2,7.6,1016.3,70,0,1.8,2.8,11.1,-, , , , ,12,2018
9,17.4,25,8.2,1014.9,66,0,1.8,1.1,7.6,-, , , , ,12,2018
10,17.3,24.8,7.6,-,71,0,1.4,2.2,7.6,-, , , , ,12,2018
11,16.4,23.8,8.8,1016,80,-,1.1,2.2,5.4,-,o, , , ,12,2018
12,17.2,22.3,12.6,1017.7,83,0.51,1.4,3.5,7.6,-, , , , ,12,2018
13,16.4,21.6,11.2,-,77,1.02,2.6,3.9,7.6,-, , , , ,12,2018
14,15.7,21.4,8,1022.8,74,0,1.9,5.9,14.8,-, , , , ,12,2018
15,15.3,22,8.2,1022.3,78,0,1.9,5.6,13,-, , , , ,12,2018
16,15.7,23,7.2,1022.3,68,0,1.9,3.7,7.6,-, , , , ,12,2018
17,14.2,23.5,6.2,1020.5,72,0,1.6,3.5,7.2,-, , , , ,12,2018
18,14.4,22.1,5.1,1018.6,68,0,1.8,7.2,16.5,-, , , , ,12,2018
19,14.8,22.3,5.2,1018.9,67,0,2.1,4.6,11.1,-, , , , ,12,2018
20,12.3,22.4,4,1017.9,74,0,1.3,1.1,3.5,-, , , , ,12,2018
21,11.3,22.3,4.7,1017.7,82,0,1.1,3,3.5,-, , , , ,12,2018
22,11.6,21.6,4,1018.3,81,0,1,1.3,3.5,-, , , , ,12,2018
23,12.2,21.8,3.7,1018.5,82,0,0.6,1.5,7.6,-, , , , ,12,2018
24,13.1,21.4,4.6,1017.7,78,0,1,1.5,5.4,-, , , , ,12,2018
25,12.3,19.4,6.2,1016.8,80,0,1.3,6.7,25.9,-, , , , ,12,2018
26,11.1,20.6,3.6,1015.7,76,0,1.3,3,9.4,-, , , , ,12,2018
27,11.6,21.4,3.4,1017.1,76,0,1.1,2.4,5.4,-, , , , ,12,2018
28,10.8,22,5,1018,81,0,0.8,7.6,24.1,-, , , , ,12,2018
29,10.9,19.6,2.6,1020,75,0,1.1,6.9,27.8,-, , , , ,12,2018
30,11.9,22.4,3,1021.6,72,0,1.3,3,11.1,-, , , , ,12,2018
31,12,22.9,3.8,1021.2,73,0,0.8,4.8,25.9,-, , , ,o,12,2018
1,12.8,22.6,4,1020,75,0,1.3,2,9.4,-, , , ,o,1,2019
2,13.8,23,6.5,1020.7,79,0,1.1,0.9,3.5,-, , , , ,1,2019
3,13.5,23.4,6.7,1021.3,83,0,0.6,7.2,22.2,-, , , ,o,1,2019
4,12.2,20.5,7.1,1020.3,88,0,0.6,5,25.9,-, , , ,o,1,2019
5,13.2,21,5.4,1018.2,83,0,1.3,6.5,22.2,-, , , ,o,1,2019
6,13.9,21.2,8.6,1018.4,91,2.03,1.1,4.4,9.4,-, , , , ,1,2019
7,13.2,20,7.1,1019.9,88,0,0.8,3.7,9.4,-, , , ,o,1,2019
8,13.6,20.1,7,1017.5,85,0,0.8,6.9,14.8,-, , , ,o,1,2019
9,13.5,20.4,8,1017.2,78,0,1.4,8.3,25.9,-, , , , ,1,2019
10,12.2,20.6,4.8,1017.1,83,0,1.3,3.5,9.4,-, , , ,o,1,2019
11,12.7,21.6,4.8,1018.7,84,0,1.3,2.2,7.6,-, , , , ,1,2019
12,13.8,22.3,7.1,1017.7,82,0,0.8,1.9,7.6,-, , , ,o,1,2019
13,15.7,22.9,8.5,1019.6,82,0,1.3,3.1,3.5,-, , , , ,1,2019
14,13.3,23.5,8,1019.3,69,0,2.3,11.3,27.8,-, , , , ,1,2019
15,11.2,19.5,6,1018.7,80,0,1.6,7.2,14.8,-, , , , ,1,2019
16,12.2,19.6,4.5,1018.4,82,0,0.8,2.6,7.6,-, , , ,o,1,2019
17,12.8,22,4.2,1017.3,80,0,1,1.5,5.4,-, , , ,o,1,2019
18,12.8,22.2,4.8,1017,81,0,1,6.9,25.9,-, , , ,o,1,2019
19,14.8,25.4,5.7,1017.1,79,0,1.3,2,9.4,-, , , ,o,1,2019
20,17.5,28.2,7,1015.5,79,0,1.3,2.2,3.5,-, , , ,o,1,2019
21,16.4,28.7,11.5,1012.8,87,3.05,1.4,14.3,31.7,-,o, ,o, ,1,2019
22,14.5,22.6,11.5,1014.8,97,14.99,1.4,3.7,7.6,-,o, ,o, ,1,2019
23,13.8,19.4,8,1018.1,93,27.94,0.8,2.2,7.6,-, , , , ,1,2019
24,14.8,21,9.7,1019.7,88,0,1.1,4.8,11.1,-,o, , , ,1,2019
25,13.4,22,9.2,1020.2,87,6.1,1.8,4.1,7.6,-, , , , ,1,2019
26,12.2,19,6,1022.9,75,0,2.1,5.7,14.8,-, , , , ,1,2019
27,12.9,19.2,5.2,1022.9,73,0,1.9,16.3,38.9,70.6, , , ,o,1,2019
28,13.3,19,5.5,1021.8,71,0,2.7,10.7,27.8,40.7, , , , ,1,2019
29,14.1,20,5.4,1020.7,68,0,2.4,5.7,11.1,-, , , , ,1,2019
30,14.2,21,5.2,1018.9,70,0,1.6,5.6,14.8,-, , , , ,1,2019
31,15.5,21,8.2,1017.6,78,0,1.9,8.3,18.3,33.5, , , , ,1,2019
1,16.3,22,11,1018.9,82,0,1.4,7.6,18.3,-,o, , ,o,2,2019
2,12.9,22.5,8.2,1018.8,92,0,0.8,10.2,22.2,-, , , ,o,2,2019
3,13.8,20,9.4,1020.2,88,0,1.1,9.1,16.5,-, , , ,o,2,2019
4,15.5,23,8,1020.3,76,0,2.1,4.6,11.1,-, , , ,o,2,2019
5,17.9,25,9,1015.5,74,0,1.6,3.1,9.4,-, , , , ,2,2019
6,19.5,25,12,-,82,0.76,1.8,6.1,21.7,-, , , ,o,2,2019
7,16.5,25.1,13.2,1012.4,96,0,1.6,16.9,46.9,90,o, ,o, ,2,2019
8,14.9,20.4,7,1017.2,72,5.08,2.1,9.4,18.3,-, , , , ,2,2019
9,14.8,20.6,8.4,1019.5,71,0,2.6,11.3,18.3,-, , , , ,2,2019
10,14.8,22,6,1020.1,74,0,1.8,8.3,24.1,-, , , , ,2,2019
11,15.6,22,7,1020.6,71,0,1.9,6.3,13,-, , , , ,2,2019
12,17.5,23.2,10.6,1021.4,75,0,1.1,2.8,9.4,-, , , ,o,2,2019
13,19.3,25,11.4,1017.8,70,0,1.6,4.6,14.8,-, , , ,o,2,2019
14,17.7,25.3,13.9,1015.2,88,1.02,1.4,11.3,33.5,-,o, ,o,o,2,2019
15,17.6,23,11.8,1016.4,83,9.91,1.8,8.1,18.3,-, , , , ,2,2019
16,16,22,12,1016.4,87,0,1,7.2,11.1,-, , , ,o,2,2019
17,16.8,22,10.5,1013.4,76,0,1.4,9.4,22.2,33.5, , , ,o,2,2019
18,18.4,26,11.2,1008.1,70,0.51,2.1,8.1,24.1,-,o, , , ,2,2019
19,18.7,25.8,12,1014.3,78,2.03,1.9,5,14.8,-, , , ,o,2,2019
20,18.3,24.5,14.5,1017.4,86,2.03,1.9,5,9.4,-,o, , ,o,2,2019
21,21.6,28,13.2,1015.9,72,0.76,2.9,9.4,16.5,-, , , , ,2,2019
22,19.1,28.1,14.6,1016.4,76,0,1.9,16.1,31.7,44.6, , , , ,2,2019
23,17.6,23.4,10.5,1014.4,63,0,3.1,16.7,35.2,46.5, , , , ,2,2019
24,17.6,24,11.4,1011.2,63,0,3.2,9.4,18.3,-, , , , ,2,2019
25,16.2,23.8,9.2,1010.9,74,-,1.9,3.7,11.1,-,o, , , ,2,2019
26,15.3,25.4,10.3,1011.2,80,0.25,1.9,5.6,14.8,-,o, , , ,2,2019
27,14.3,21,9.5,1012.2,81,0,1.9,3.9,11.1,-, , , , ,2,2019
28,14.1,21,6.8,1015.8,74,0,2.3,7.8,25.9,-, , , , ,2,2019
1,16.3,23.4,6.8,1015.7,66,0,1.9,4.4,14.8,-, , , , ,3,2019
2,15.2,24.1,12.8,1016.3,91,0.51,1.1,5.4,14.8,-,o, , , ,3,2019
3,17.1,22.4,12.8,1011.8,87,9.91,1.9,3.7,11.1,-,o, , , ,3,2019
4,19.7,24,11.2,1009.9,71,0.25,1.9,7.4,14.8,-, , , , ,3,2019
5,18.4,23.9,12,1011.3,66,0,2.1,8.9,18.3,-, , , , ,3,2019
6,18.2,24,11,1011.8,62,0,2.6,7.2,18.3,-, , , ,o,3,2019
7,19.5,26,9,1012,55,0,2.7,5.7,16.5,-, , , ,o,3,2019
8,20.4,26.5,10.8,1013.4,60,0,2.7,5,14.8,-,o, , , ,3,2019
9,20.6,26.5,12.6,1014.1,59,0,3.4,7.8,14.8,-, , , , ,3,2019
10,19.6,27,10.8,1014.2,57,0,3.4,5.6,14.8,-, , , , ,3,2019
11,22.8,28,12.4,1014,59,0.51,3.4,12,24.1,33.5,o, , , ,3,2019
12,22.1,28.4,12.8,1015,54,0,2.9,5,13,-, , , , ,3,2019
13,19.7,27.4,13.6,-,69,0,3.2,3.1,9.4,-, , , , ,3,2019
14,18.6,25,11.8,1016.7,71,1.02,2.6,7.6,18.3,33.5,o, , , ,3,2019
15,20.2,26,10.4,1017.7,64,0,2.7,6.9,11.1,-, , , , ,3,2019
16,21.6,26,12.5,1016.4,59,0,2.7,6.1,14.8,-, , , , ,3,2019
17,22.1,28,13.8,1014.2,58,0,2.7,7,14.8,-, , , , ,3,2019
18,21.8,28.6,12,1012.8,60,0,2.6,4.3,11.1,-, , , , ,3,2019
19,24.1,31,12.8,1009.6,58,0,2.6,3.3,7.6,-, , , , ,3,2019
20,26.9,34,15.5,1009.2,51,0,2.9,5,14.8,-, , , , ,3,2019
21,25.6,34.1,16.6,1012.3,44,0,2.7,3.7,7.6,-, , , , ,3,2019
22,23.9,31.6,15.5,1014.1,44,0,3.2,10.7,25.9,33.5, , , , ,3,2019
23,25,30.2,16.6,-,43,0,3.7,12.8,24.1,33.5, , , , ,3,2019
24,25.1,32,15.4,1010.9,49,0,3.2,8.9,14.8,-, , , , ,3,2019
25,24.4,32.1,17.6,1012,55,0,3.5,8.9,14.8,-, , , , ,3,2019
26,24.2,30.4,16.2,1013.7,57,0,3.2,10.7,24.1,-, , , , ,3,2019
27,25.1,31.4,15,1013.3,53,0,3.5,10.7,25.9,-, , , , ,3,2019
28,27.1,35,16.2,1010.4,53,0,2.9,4.3,9.4,-, , , , ,3,2019
29,29.4,37,18.6,1007.4,48,0,3.4,4.6,14.8,-, , , , ,3,2019
30,31.4,39,20.2,1007.8,45,-,2.9,8,18.3,-,o, ,o, ,3,2019
31,28.8,39.2,21,1007.6,35,0.25,3.7,12.6,27.8,37, , , , ,3,2019
1,27.7,34.3,17.6,1008.5,41,0,3.9,12.4,22.2,-, , , , ,4,2019
2,27.6,35,16.2,1008.8,42,0,3.9,5,14.8,-, , , , ,4,2019
3,29.2,37,17.6,1008.1,41,0,3.5,9.1,18.3,-, , , , ,4,2019
4,30.1,38,18.7,1007.2,47,0,3.9,5,14.8,-, , , , ,4,2019
5,28.7,39,20,1006.6,53,0,2.9,6.3,25.9,-, , , , ,4,2019
6,33.6,39.3,22.4,1005.6,39,0,3.7,6.7,14.8,-, , , , ,4,2019
7,30.8,37.8,22.4,1006.2,57,6.1,1.8,10.7,35.2,-, , , , ,4,2019
8,29.4,36,20.2,1006.5,52,0,2.6,5.9,18.3,29.4, , , , ,4,2019
9,30.2,37,20.4,1005.5,48,0,3.2,4.6,11.1,-, , , , ,4,2019
10,32.1,39,20,1007.2,41,0,3.7,7.6,16.5,-, , , , ,4,2019
11,32.6,39,23,1006.4,38,0,3.7,5.7,14.8,-, , , , ,4,2019
12,30.6,38.7,23.2,1006.9,48,0.51,3.9,7.4,18.3,-,o, ,o, ,4,2019
13,31.4,38,21.6,1007.8,42,0.25,3.7,12.8,25.9,-, , , , ,4,2019
14,32.2,38,21.8,1006.8,40,0,4.5,9.8,14.8,-, , , , ,4,2019
15,33.6,40,25.5,1006,36,0,3.7,9.4,18.3,-, , , , ,4,2019
16,26,40,20.5,1009.7,63,1.02,2.9,11.3,22.2,46.5,o, , , ,4,2019
17,24.3,30.7,19,1012.2,66,1.02,2.4,12.2,27.8,46.5,o, , , ,4,2019
18,25.8,31,17.1,1010.4,56,0.51,3.7,7.8,16.5,-, , , , ,4,2019
19,27.5,32,18.2,1007.9,50,0,3.7,9.4,14.8,-, , , , ,4,2019
20,29.2,35,19.8,1005.2,46,0,3.4,5.7,14.8,-, , , , ,4,2019
21,31.1,37.2,20.6,1004,41,0,3.5,9.3,20.6,-, , , , ,4,2019
22,32.2,38,22,1004,45,0,2.9,5,16.5,-, , , , ,4,2019
23,33.8,40,22.2,1005.5,40,0,3.4,7.4,13,-, , , , ,4,2019
26,34.3,42.1,24.2,1005,36,0,2.9,7.8,29.4,-, , , , ,4,2019
28,34.8,41,25.4,1003.3,26,0,2.9,11.7,22.2,33.5, , , , ,4,2019
29,34.8,42,23.4,1001.8,30,0,3.1,8.7,18.3,-, , , , ,4,2019
1,34.4,43.7,24.4,999.7,39,0,2.6,5.4,13,-, , , , ,5,2019
2,33.5,41.3,25.8,1002.9,45,0,2.7,11.9,25.9,44.6, , , , ,5,2019
3,32.6,41,24,-,46,0,3.2,7.6,55.4,-, , , , ,5,2019
4,32.1,39.5,22.4,1005.8,37,4.06,3.4,9.4,25.9,31.7, , , , ,5,2019
5,32.6,40,19.8,1005.1,34,0,3.1,10.6,18.3,29.4, , , , ,5,2019
6,33.8,41,22.4,1002.8,35,0,3.2,10.2,22.2,-, , , , ,5,2019
7,33.5,41.2,21.8,1001.9,40,0,2.6,10.7,25.9,37, , , , ,5,2019
8,35.3,42,23.6,1001.2,38,0,2.7,11.5,24.1,33.5, , , , ,5,2019
9,36.1,42,26.4,1000.6,38,0,2.6,13.7,25.9,33.5, , , , ,5,2019
10,35.4,41.8,27.4,1002.2,40,0,3.1,12.6,20.6,-, , , , ,5,2019
11,33.9,41.2,24.4,1004.2,47,0,2.9,9.1,16.5,-, , , , ,5,2019
12,33.4,38.8,25.2,1003.5,49,0,1.8,10.6,24.1,33.5, , , , ,5,2019
13,33.3,40,25.4,1003.9,52,0,1.9,8.9,31.7,40.7, , , , ,5,2019
14,30.8,40.2,20.8,1003.9,60,3.05,3.1,5.6,14.8,-, , , , ,5,2019
15,29.4,36,23,1004.5,72,0,2.3,8,18.3,-,o, ,o, ,5,2019
20,34,40,22.8,1005.6,35,0,2.9,10.2,20.6,-, , , , ,5,2019
21,35.3,41,25.2,1004.1,34,0,3.1,7.8,14.8,-, , , , ,5,2019
22,33.4,41,26.4,1002.5,44,0,3.1,7.6,18.3,-, , , , ,5,2019
23,33.7,40,25,1002.4,45,4.06,2.6,8,27.8,46.5,o, ,o, ,5,2019
24,29.8,40.4,23.8,1003.8,60,0,3.2,11.1,25.9,-, , , , ,5,2019
25,32.5,37,24.5,1002.6,41,0,3.7,11.5,25.9,-, , , , ,5,2019
26,34.2,39.2,23,-,33,0,4,12,22.2,-, , , , ,5,2019
27,35.1,42,25.4,1001.5,29,0,3.4,10.2,20.6,-, , , , ,5,2019
28,34.6,42,23,1000.4,27,0,3.7,13.1,27.8,-, , , , ,5,2019
29,36.6,43,24.6,998.9,30,0,4,9.1,18.3,-, , , , ,5,2019
30,38.2,45,26.8,-,26,0,3.4,9.1,22.2,-, , , , ,5,2019
31,38.7,45,28.4,-,27,0,3.1,7.6,13,-, , , , ,5,2019
1,37.6,44.8,27.6,998.3,40,0,3.1,7.8,13,-, , , , ,6,2019
2,37.3,43.5,30.8,998.4,44,0,2.7,9.4,18.3,-, , , , ,6,2019
3,35.9,42.5,29.4,998.8,47,0,2.7,11.9,18.3,-, , , , ,6,2019
4,36.7,41,28.7,999.3,45,0,2.7,9.3,16.5,-, , , , ,6,2019
5,37.5,42.2,29.8,998,42,0,2.9,6.9,13,-, , , , ,6,2019
6,37.7,44,28.6,1000.7,34,0,3.2,7.8,16.5,-, , , , ,6,2019
7,35,43.9,26.4,1001.9,46,0,3.4,7,11.1,-, , , , ,6,2019
8,37.9,43,28,1000.5,36,0,3.1,6.7,16.5,-, , , , ,6,2019
9,37.4,44,27.2,996.8,34,0,2.7,5.6,18.3,-, , , , ,6,2019
10,39.2,45,27.4,995,25,0,2.9,6.7,14.8,-, , , , ,6,2019
11,38.6,45.6,30.4,995.5,28,0,2.1,9.6,25.9,31.7, , , , ,6,2019
12,36,44.5,30,998.9,42,0,2.7,10.9,18.3,-, , , , ,6,2019
13,37,41.6,29,997.8,38,0,3.2,9.8,18.3,-, , , , ,6,2019
14,37.6,44,29.2,997.1,29,0,3.4,11.3,24.1,-, , , , ,6,2019
15,37.9,43.7,27.8,997.7,28,0,2.9,14.4,37,-, , , , ,6,2019
16,31.5,43.4,28,998.7,55,0,3.1,14.1,22.2,37,o, , , ,6,2019
17,30.3,36.3,23.2,-,56,0.51,3.1,15.7,27.8,37,o, ,o, ,6,2019
18,28.6,35,20.6,999.8,59,10.92,3.4,12.4,22.2,-,o, ,o, ,6,2019
19,32.2,37,24.2,1000.3,53,0,2.9,6.1,11.1,-, , , , ,6,2019
20,33.5,39,25.4,1000.9,50,0,3.5,6.7,13,-, , , , ,6,2019
21,35.1,39,28.2,1000.1,50,0,3.1,5.7,14.8,-, , , , ,6,2019
22,35.6,40,27.2,999.3,46,0,3.7,8.3,14.8,-, , , , ,6,2019
23,35.3,40.3,28.6,1001.2,53,0,3.4,8.1,18.3,-, , , , ,6,2019
24,32.1,40.5,27.4,1002,65,0,3.1,10.4,20.6,29.4, , , , ,6,2019
25,34.2,39,27.8,-,60,0,3.1,5.2,11.1,-, , , , ,6,2019
26,35.8,41,29.6,997.5,52,0,2.7,6.7,18.3,-, , , , ,6,2019
27,35.3,41.1,28.6,996.1,49,0,2.4,8,18.3,27.8, , , , ,6,2019
28,35.8,41.2,27.2,994.9,42,0,3.1,9.8,18.3,-, , , , ,6,2019
29,38.1,42,30,994,38,0,3.4,11.7,22.2,29.4, , , , ,6,2019
30,37.9,42.3,32,995.4,37,0,2.7,13.7,27.8,-, , , , ,6,2019
1,36.8,42.2,30.6,996.3,45,0,3.1,7.6,14.8,-, , , , ,7,2019
2,34.9,41.6,30,996.8,53,0,2.6,6.5,11.1,-, , , , ,7,2019
3,34.9,38.4,30.6,997.5,58,0,1.9,8.1,11.1,-, , , , ,7,2019
4,30.9,39.4,28.6,996.8,75,0,1.9,8.5,18.3,-,o, ,o, ,7,2019
5,28.8,38.6,26.9,994.9,86,1.02,1.6,4.8,14.8,-,o, , , ,7,2019
6,33.4,37,26.5,994.5,64,24.89,2.7,7.8,14.8,-, , , , ,7,2019
7,32.1,37,27.6,-,71,0,2.9,7.8,33.5,-,o, , , ,7,2019
8,33.7,37,28.6,994.1,65,0,2.7,6.7,14.8,-, , , , ,7,2019
9,31.6,36.7,28.8,995,70,0.51,2.7,9.6,18.3,-,o, , , ,7,2019
10,33.9,37,28.2,993.2,62,0,2.4,9.4,20.6,-, , , , ,7,2019
11,35.4,39,31,994.4,56,0,2.3,14.1,27.8,37, , , , ,7,2019
12,34.9,39.2,30.6,996.6,55,0,2.1,11.7,24.1,57.6, , , , ,7,2019
