,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,Date
1046,20.7,28.8,10.6,1017,56,0,1.8,6.1,16,291,2016-11-16
1047,20.8,28.0,11.5,1016,54,0,1.8,10.7,24,351,2016-11-17
1048,20.3,28.0,12.3,1014,57,0,1.9,7.6,18,237,2016-11-18
1049,19.8,29.0,10.1,1012,60,0,2.1,2.8,9,285,2016-11-19
1050,20.8,29.0,10.5,1013,61,0,1.8,2.6,7,323,2016-11-20
1051,22.0,31.0,10.7,1013,56,0,1.8,2.4,14,340,2016-11-21
1052,21.4,30.6,10.8,1011,54,0,2.6,7.8,18,281,2016-11-22
1053,21.2,31.1,12.0,-1,57,0,2.6,6.1,14,174,2016-11-23
1054,20.7,28.9,10.5,1015,52,0,1.6,7.4,18,216,2016-11-24
1055,23.4,30.0,14.6,1012,33,0,2.6,14.1,27,136,2016-11-25
1056,24.2,31.0,16.5,1013,36,0,2.9,13.9,22,113,2016-11-26
1057,22.7,30.8,13.6,1012,38,0,3.4,11.9,20,128,2016-11-27
1058,21.4,29.6,12.7,1013,40,0,2.6,8.0,20,127,2016-11-28
1059,18.9,29.2,9.7,1015,59,0,2.3,0.9,5,236,2016-11-29
1060,19.4,28.5,11.0,1016,80,0,1.0,3.9,9,246,2016-11-30
1061,19.2,25.9,11.9,1017,84,0,0.8,2.6,9,263,2016-12-01
1062,18.9,25.8,11.5,1017,77,0,0.6,5.0,13,263,2016-12-02
1063,19.3,27.0,11.7,1019,57,0,1.8,5.2,11,196,2016-12-03
1064,18.4,27.0,8.4,1019,54,0,2.4,4.6,11,223,2016-12-04
1065,18.4,26.6,8.8,1017,55,0,2.1,5.0,13,204,2016-12-05
1066,17.7,26.2,9.4,1018,73,0,0.8,2.0,7,293,2016-12-06
1067,17.8,24.8,11.2,1017,74,0,0.6,0.7,7,283,2016-12-07
1068,15.8,24.3,8.7,1015,77,0,0.8,1.7,7,238,2016-12-08
1069,18.2,27.0,7.7,1013,72,0,0.6,1.1,7,295,2016-12-09
1070,16.2,26.6,11.2,1013,84,0,0.6,4.8,9,189,2016-12-10
1071,19.3,26.0,12.4,1013,71,0,1.1,4.6,9,199,2016-12-11
1072,19.3,27.0,11.0,1014,62,0,1.6,3.5,14,210,2016-12-12
1073,19.0,27.1,10.5,1015,61,0,1.6,3.3,9,209,2016-12-13
1074,18.0,26.6,10.5,1017,61,0,1.9,8.0,14,154,2016-12-14
1075,17.2,24.2,10.0,1017,58,0,1.6,9.3,22,167,2016-12-15
1076,15.5,24.3,7.9,1017,61,0,1.9,3.1,11,200,2016-12-16
1077,16.4,24.4,8.2,1018,66,0,1.1,5.6,25,229,2016-12-17
1078,15.6,23.0,7.2,1018,64,0,1.0,5.9,11,232,2016-12-18
1079,16.3,23.0,6.6,1016,61,0,1.0,9.4,20,236,2016-12-19
1080,18.1,24.0,11.2,1015,56,0,1.8,15.9,25,161,2016-12-20
1081,17.8,25.0,10.7,1015,54,0,2.3,9.4,22,131,2016-12-21
1082,16.3,25.3,7.5,1016,57,0,1.8,5.4,14,187,2016-12-22
1083,16.3,25.0,7.8,1013,69,0,0.6,1.7,9,364,2016-12-23
1084,16.9,25.2,8.0,1011,78,0,1.0,5.4,13,411,2016-12-24
1085,13.9,24.5,11.4,1015,95,0,0.6,8.7,14,232,2016-12-25
1086,16.3,23.0,9.8,1016,78,0,1.1,7.4,16,154,2016-12-26
1087,16.3,23.4,9.0,1017,68,0,1.3,7.8,18,213,2016-12-27
1088,16.5,25.0,7.5,1016,66,0,1.6,3.0,11,273,2016-12-28
1089,15.2,25.1,7.8,1015,87,0,0.6,6.3,11,339,2016-12-29
1090,14.2,21.6,10.5,-1,90,0,0.6,6.9,14,231,2016-12-30
1091,15.6,23.0,9.0,1016,87,0,1.3,2.4,11,191,2017-01-01
1092,17.4,24.0,9.3,1018,81,0,1.3,2.2,9,247,2017-01-02
1093,16.7,24.3,9.5,1018,82,0,1.0,4.1,13,255,2017-01-03
1094,18.1,25.0,8.9,1016,71,0,1.6,4.8,14,248,2017-01-04
1095,17.9,25.2,10.4,1013,75,0,1.8,2.0,9,215,2017-01-05
1096,18.9,25.4,11.5,1011,81,0,1.4,8.3,14,194,2017-01-06
1097,14.7,24.4,13.5,1012,96,-1,1.0,10.0,22,154,2017-01-07
1098,15.4,20.0,10.2,1015,84,0,1.1,2.2,7,136,2017-01-08
1099,14.1,20.2,8.6,1015,82,0,1.1,5.0,13,141,2017-01-09
1100,10.8,19.3,4.7,1017,78,0,2.9,7.6,22,108,2017-01-10
1101,10.9,17.8,4.0,1017,73,0,1.9,10.7,22,146,2017-01-11
1102,11.6,18.0,3.4,1017,74,0,1.4,6.5,14,216,2017-01-12
1103,12.1,19.0,4.3,1017,70,0,1.4,6.1,14,232,2017-01-13
1104,12.6,19.5,3.2,1019,78,0,1.3,5.2,11,309,2017-01-14
1105,16.4,24.0,8.6,1017,73,0,1.3,3.3,7,222,2017-01-15
1106,14.1,24.0,8.6,1017,81,0,1.1,10.4,20,188,2017-01-16
1107,11.2,19.1,6.0,1019,87,0,1.1,8.0,20,177,2017-01-17
1108,12.4,19.0,4.2,1022,80,0,1.1,6.1,13,218,2017-01-18
1109,14.0,21.0,6.4,1023,76,0,1.6,10.2,16,227,2017-01-19
1110,14.7,21.3,6.0,-1,68,0,1.8,10.2,18,217,2017-01-20
1111,14.7,20.8,7.0,1021,72,0,1.0,6.1,14,349,2017-01-21
1112,17.1,24.0,8.4,1021,81,0,1.3,5.0,11,286,2017-01-22
1113,17.2,25.0,10.0,1019,80,0,1.4,5.4,14,189,2017-01-23
1114,18.3,25.2,10.0,1018,68,0,1.1,2.8,9,230,2017-01-24
1115,19.8,25.6,12.5,1018,74,-1,1.1,7.8,24,241,2017-01-25
1116,16.2,25.1,14.5,1017,92,-1,0.8,8.0,22,135,2017-01-26
1117,16.1,20.0,13.2,1019,80,-1,1.8,11.9,18,74,2017-01-27
1118,14.9,20.1,10.6,1018,82,0,1.0,10.2,16,109,2017-01-28
1119,16.0,21.0,10.6,1017,80,0,1.3,10.2,18,132,2017-01-29
1120,16.3,22.2,9.5,1015,76,0,1.6,4.6,14,166,2017-01-30
1121,17.3,23.2,9.8,1016,71,0,1.4,4.6,16,214,2017-01-31
1122,16.2,23.4,9.4,1017,75,0,1.3,8.0,16,136,2017-02-01
1123,17.0,24.0,8.6,1019,66,0,1.6,2.8,7,198,2017-02-02
1124,17.9,25.0,9.5,1017,68,0,1.6,3.3,11,194,2017-02-03
1125,18.8,25.1,11.9,1013,79,0,1.3,8.9,16,186,2017-02-04
1126,19.4,23.2,15.5,-1,75,0,1.3,8.7,40,146,2017-02-05
1127,17.4,23.5,11.0,1016,73,0,1.6,10.7,22,176,2017-02-06
1128,16.1,23.5,8.6,1015,62,0,2.9,10.2,18,77,2017-02-07
1129,16.8,24.0,9.0,1015,63,0,1.8,5.7,18,129,2017-02-08
1130,16.7,24.2,9.4,1016,66,0,1.8,10.6,27,133,2017-02-09
1131,16.1,22.5,9.6,1015,66,0,1.9,11.1,24,120,2017-02-10
1132,16.9,24.0,8.0,1017,58,0,2.1,5.4,11,129,2017-02-11
1133,17.8,25.0,8.4,1019,65,0,2.1,1.5,5,166,2017-02-12
1134,18.2,25.0,8.9,1021,59,0,2.3,7.6,18,130,2017-02-13
1135,18.6,29.0,10.2,1021,59,0,1.8,10.2,18,168,2017-02-14
1136,19.7,27.0,9.8,1020,58,0,2.4,8.7,32,183,2017-02-15
1137,19.9,27.4,13.0,1017,61,0,1.8,10.4,16,163,2017-02-16
1138,21.3,27.6,15.4,1017,65,0,1.9,11.1,20,112,2017-02-17
1139,22.1,30.0,14.4,1016,66,0,2.3,8.5,18,107,2017-02-18
1140,24.1,31.0,15.6,1011,57,0,3.1,7.2,14,109,2017-02-19
1141,24.8,32.0,16.4,1005,56,0,2.4,6.3,14,126,2017-02-20
1142,20.9,32.4,15.7,1008,74,0,1.9,12.0,24,106,2017-02-21
1143,20.6,27.0,12.0,1012,55,0,2.6,8.1,18,93,2017-02-22
1144,19.8,27.5,11.0,1015,45,0,2.9,15.4,33,182,2017-02-23
1145,20.0,25.5,12.4,1015,47,0,3.1,18.3,35,451,2017-02-24
1146,21.4,28.0,13.5,1013,47,0,3.1,18.5,35,425,2017-02-25
1147,20.4,28.1,12.4,1012,55,0,2.6,16.1,29,328,2017-02-26
1148,21.2,29.0,11.0,1014,52,0,3.2,8.0,16,178,2017-02-27
1149,24.2,32.0,12.5,1012,46,0,2.6,3.0,11,149,2017-02-28
1150,24.7,32.5,18.0,1012,49,0,2.6,5.0,11,127,2017-03-01
1151,22.8,30.5,16.5,1011,59,0,1.9,4.4,11,114,2017-03-02
1152,21.3,28.5,12.5,1010,41,0,3.1,8.3,22,67,2017-03-03
1153,20.2,28.0,11.1,1010,43,0,2.9,10.2,18,82,2017-03-04
1154,21.7,28.0,11.6,-1,38,0,2.7,11.7,24,90,2017-03-05
1155,21.5,28.0,11.3,1009,40,0,2.9,12.8,22,91,2017-03-06
1156,23.4,30.0,12.0,1008,41,0,2.6,5.9,14,112,2017-03-07
1157,22.8,30.7,17.6,1008,54,-1,2.9,12.0,22,134,2017-03-08
1158,20.7,28.2,14.6,1007,67,-1,2.6,8.1,18,106,2017-03-09
1159,19.6,25.0,12.7,1007,71,-1,2.9,10.4,22,68,2017-03-10
1160,18.2,25.8,11.4,1011,64,0,3.1,5.7,11,37,2017-03-11
1161,18.3,24.0,10.5,1015,56,0,3.5,9.1,22,64,2017-03-12
1162,18.4,24.0,9.0,1015,49,0,3.2,9.1,20,74,2017-03-13
1163,19.6,26.0,9.1,1016,50,0,2.7,6.5,22,102,2017-03-14
1164,21.4,28.0,10.5,1013,50,0,2.4,8.5,22,112,2017-03-15
1165,23.8,30.2,14.0,1011,49,0,2.3,4.4,14,125,2017-03-16
1166,22.7,30.4,14.8,1010,55,0,2.7,13.7,24,114,2017-03-17
1167,22.8,30.0,13.5,1010,53,0,2.4,7.0,14,96,2017-03-18
1168,23.6,30.0,15.6,1011,57,0,2.6,7.6,18,120,2017-03-19
1169,24.2,30.0,15.4,1012,53,0,2.7,11.3,24,121,2017-03-20
1170,26.6,34.0,16.2,1011,47,0,2.9,10.9,22,128,2017-03-21
1171,28.6,35.0,18.2,1009,45,0,2.9,11.9,24,120,2017-03-22
1172,28.9,37.0,18.4,1009,49,0,2.7,4.4,11,151,2017-03-23
1173,29.0,37.4,20.9,1010,41,0,2.4,10.0,16,149,2017-03-24
1174,27.8,35.0,17.7,1010,41,0,3.4,12.8,27,168,2017-03-25
1175,29.1,35.0,20.8,1009,38,0,3.2,16.1,35,118,2017-03-26
1176,30.6,37.0,21.8,1009,41,0,3.1,13.1,27,156,2017-03-27
1177,31.2,38.0,22.6,1008,40,0,2.9,7.8,22,152,2017-03-28
1178,32.1,38.0,23.1,1007,36,0,3.2,16.5,25,113,2017-03-29
1179,31.9,38.2,23.7,1006,37,0,3.2,13.9,25,69,2017-03-30
1180,31.2,38.5,23.3,1007,41,0,2.9,8.3,18,91,2017-03-31
1181,32.8,39.0,23.2,1004,36,0,3.2,11.1,22,105,2017-04-01
1182,31.7,39.4,23.0,1004,34,0,3.5,10.7,25,83,2017-04-02
1183,32.8,39.0,21.4,1004,30,0,3.7,10.7,22,70,2017-04-03
1184,30.7,39.0,21.8,1005,35,-1,2.9,14.6,35,84,2017-04-04
1185,28.9,36.3,20.1,1003,52,-1,3.2,12.2,25,47,2017-04-05
1186,31.8,38.0,23.2,1004,30,0,3.2,12.8,25,62,2017-04-06
1187,28.8,38.0,19.2,1008,32,0,1.9,5.9,18,150,2017-04-07
1188,27.5,34.4,16.5,1010,28,0,2.7,10.0,20,151,2017-04-08
1189,27.3,33.6,19.0,1010,29,0,3.9,13.3,25,68,2017-04-09
1190,29.1,34.0,20.0,-1,28,0,3.9,16.9,33,129,2017-04-10
1191,30.5,38.0,20.7,1006,21,0,3.4,18.5,53,146,2017-04-11
1192,30.6,39.0,20.5,1005,27,0,2.9,11.9,29,107,2017-04-12
1193,31.6,40.0,19.9,1006,27,0,2.9,5.6,11,163,2017-04-13
1194,32.4,40.5,20.7,1004,33,0,2.3,2.6,9,184,2017-04-14
1195,33.0,40.6,22.0,1002,29,0,3.2,8.5,24,176,2017-04-15
1196,32.8,40.5,21.4,1003,35,0,2.7,4.1,13,175,2017-04-16
1197,33.6,41.0,25.5,1004,39,0,2.7,5.7,16,145,2017-04-17
1198,34.9,42.0,24.9,1002,31,0,2.6,8.0,22,152,2017-04-18
1199,34.9,43.2,28.9,999,45,0,2.7,9.1,21,130,2017-04-21
1200,33.5,40.2,28.5,1001,49,0,2.3,8.5,22,110,2017-04-22
1201,33.9,40.0,26.8,1001,31,0,3.2,11.1,22,103,2017-04-23
1202,32.6,39.6,25.6,1004,35,0,3.4,12.6,28,99,2017-04-24
1203,32.5,38.0,23.8,1003,33,-1,3.2,10.9,25,96,2017-04-25
1204,32.1,38.3,23.0,1005,35,0,3.2,8.3,27,72,2017-04-26
1205,32.6,38.2,22.5,1006,33,0,2.7,11.9,51,93,2017-04-27
1206,32.2,38.5,24.0,1004,37,0,2.9,13.3,39,109,2017-04-28
1207,32.1,39.0,24.0,1005,40,0,3.1,5.9,20,126,2017-04-29
1208,31.9,39.2,24.3,1006,41,-1,3.2,10.6,18,80,2017-04-30
1209,32.2,38.1,23.1,1007,35,0,3.7,5.7,13,85,2017-05-01
1210,32.3,39.6,22.0,1006,37,0,3.2,4.4,13,198,2017-05-02
1211,32.6,40.0,24.4,1006,35,-1,2.3,7.4,18,145,2017-05-03
1212,32.9,40.1,23.2,1006,33,0,3.4,11.1,25,109,2017-05-04
1213,33.8,40.0,23.5,1005,29,0,2.6,10.2,22,207,2017-05-05
1214,35.3,42.0,24.0,1005,32,0,3.4,4.3,11,204,2017-05-06
1215,36.6,44.0,25.3,1003,27,0,3.4,8.0,18,220,2017-05-07
1216,36.6,44.1,27.6,1002,30,0,2.6,3.5,9,183,2017-05-08
1217,35.6,42.8,28.0,1001,36,0,3.2,10.7,20,109,2017-05-09
1218,33.9,42.8,27.7,1005,46,-1,3.4,11.5,20,74,2017-05-10
1219,35.0,41.0,26.6,1006,42,0,3.4,4.4,13,94,2017-05-11
1220,35.8,42.0,28.4,1004,39,0,2.1,4.1,11,216,2017-05-12
1221,36.0,41.8,27.5,1002,35,0,2.7,6.7,18,198,2017-05-13
1222,37.2,43.0,27.8,999,28,0,3.1,6.7,14,121,2017-05-14
1223,37.9,44.0,28.1,998,24,0,3.2,10.2,22,135,2017-05-15
1224,36.3,44.4,29.0,999,31,0,2.6,11.3,16,123,2017-05-16
1225,32.7,41.4,28.4,1001,42,-1,3.1,6.7,21,78,2017-05-17
1226,34.7,40.0,27.1,1001,39,0,3.2,7.6,22,126,2017-05-18
1227,32.3,40.2,27.4,1001,45,-1,3.2,6.5,18,139,2017-05-19
1228,34.0,41.4,28.4,1000,38,0,3.4,5.4,22,233,2017-05-20
1229,31.2,39.0,24.0,1001,45,-1,2.1,9.8,22,178,2017-05-21
1230,27.1,39.6,21.8,1003,64,-1,2.7,6.3,14,110,2017-05-22
1231,33.4,38.0,23.3,1003,40,0,3.2,5.7,18,118,2017-05-23
1232,35.4,41.0,26.6,1001,40,0,3.1,7.0,14,107,2017-05-24
1233,36.4,41.6,28.5,999,36,0,3.4,4.3,11,113,2017-05-25
1234,37.8,44.0,29.0,997,33,0,3.1,8.3,22,103,2017-05-26
1235,35.3,43.9,29.3,998,46,0,3.9,13.3,18,69,2017-05-27
1236,31.7,40.5,22.5,998,57,-1,3.4,11.7,28,40,2017-05-28
1237,28.9,36.3,22.7,-1,69,-1,3.5,10.9,40,48,2017-05-29
1238,32.4,37.0,22.0,997,52,0,3.7,5.2,9,63,2017-05-30
1239,29.4,37.0,26.0,1000,69,-1,2.9,9.4,20,56,2017-05-31
1240,32.9,37.0,24.9,1000,52,0,2.4,5.0,14,95,2017-06-01
1241,34.9,40.0,26.0,999,38,0,2.6,6.7,13,123,2017-06-02
1242,37.3,42.5,28.7,996,32,0,3.4,12.2,35,122,2017-06-03
1243,39.8,45.0,30.4,996,24,0,3.5,15.4,25,121,2017-06-04
1244,39.9,45.0,33.6,-1,30,0,3.2,15.2,29,71,2017-06-05
1245,37.9,44.6,30.0,1000,38,0,3.1,16.9,29,80,2017-06-06
1246,31.7,43.0,26.0,1003,51,-1,3.2,14.3,37,40,2017-06-07
1247,30.3,37.2,25.0,1002,62,-1,3.5,8.9,18,41,2017-06-08
1248,32.9,37.0,26.4,1000,53,0,2.7,4.8,13,66,2017-06-09
1249,33.9,39.0,26.0,1000,47,0,3.4,6.5,37,64,2017-06-10
1250,32.7,39.5,25.5,999,45,0,4.0,6.5,13,43,2017-06-11
1251,33.8,39.5,25.9,996,43,0,3.9,7.6,18,57,2017-06-12
1252,36.6,42.0,28.1,997,33,0,3.5,13.3,29,48,2017-06-13
1253,36.1,42.0,29.0,1000,37,0,2.9,12.8,43,62,2017-06-14
1254,34.7,41.6,28.6,998,39,0,3.1,11.3,22,80,2017-06-15
1255,28.3,35.0,22.5,1000,72,-1,2.9,10.4,22,51,2017-06-16
1256,29.0,35.2,24.5,1000,69,0,3.1,8.9,22,41,2017-06-17
1257,32.0,36.0,26.0,997,62,0,3.4,9.3,18,65,2017-06-18
1258,30.2,37.0,24.0,998,72,-1,3.2,10.2,27,60,2017-06-19
1259,27.6,37.4,23.2,998,79,-1,2.6,5.6,14,35,2017-06-20
1260,27.7,32.2,23.7,999,85,-1,2.4,6.7,13,58,2017-06-21
1261,29.4,33.0,25.2,999,74,-1,2.9,5.2,16,61,2017-06-22
1262,32.4,36.0,26.6,999,62,0,3.7,5.6,14,44,2017-06-23
1263,34.1,38.0,28.0,997,60,0,3.2,3.0,11,63,2017-06-24
1264,35.7,39.0,30.0,997,58,0,3.1,6.7,13,76,2017-06-25
1265,35.2,39.4,30.4,998,62,0,3.4,7.6,18,51,2017-06-26
1266,35.6,39.0,30.5,998,59,0,3.4,9.4,18,36,2017-06-27
1267,28.6,39.4,25.6,1000,83,-1,2.3,9.3,22,29,2017-06-28
1268,28.5,35.0,24.2,998,87,-1,2.1,6.3,13,22,2017-06-29
1269,27.9,31.4,26.2,996,95,17,1.9,5.9,20,25,2017-06-30
1270,30.3,34.5,25.4,995,84,0,2.4,3.3,9,43,2017-07-01
1271,28.1,35.1,26.0,996,91,-1,1.9,6.5,14,20,2017-07-02
1272,32.0,37.0,26.7,996,75,0,2.3,3.7,9,46,2017-07-03
1273,33.2,36.0,28.3,995,67,0,3.2,17.0,22,116,2017-07-04
1274,32.9,36.5,29.2,997,66,0,3.5,10.9,20,50,2017-07-05
1275,31.5,36.1,27.4,-1,71,-1,2.9,8.0,16,47,2017-07-06
1276,31.3,35.8,25.2,1000,74,0,2.7,3.9,11,41,2017-07-07
1277,31.9,36.5,28.2,999,72,0,2.4,6.3,13,45,2017-07-08
1278,34.4,37.6,29.6,998,58,0,2.9,7.4,14,58,2017-07-09
1279,34.6,38.5,30.0,999,53,-1,3.5,12.2,25,41,2017-07-10
1280,30.2,38.0,26.0,999,75,-1,2.7,5.9,14,33,2017-07-11
1281,29.7,38.5,26.0,1001,78,0,3.1,6.7,11,22,2017-07-12
1282,31.1,35.0,27.0,999,69,0,3.2,7.8,14,22,2017-07-13
1283,33.2,36.5,28.4,999,64,0,3.7,9.6,18,30,2017-07-14
1284,31.6,36.4,28.4,1000,76,-1,3.2,6.1,14,32,2017-07-15
1285,32.4,36.4,28.5,999,72,0,2.9,6.3,13,38,2017-07-16
1286,29.6,36.2,27.5,999,85,-1,2.4,5.0,20,33,2017-07-17
1287,32.8,37.0,27.4,999,71,0,2.7,3.3,11,37,2017-07-18
1288,34.1,38.0,28.0,997,64,-1,2.7,5.0,18,55,2017-07-19
1289,29.2,38.4,25.0,998,84,-1,2.3,6.9,18,28,2017-07-20
1290,32.5,36.0,28.0,997,70,0,3.1,10.0,18,23,2017-07-21
1291,30.7,36.0,27.2,998,77,-1,3.2,12.6,22,18,2017-07-22
1292,30.1,35.0,26.0,997,80,-1,2.4,10.7,18,22,2017-07-23
1293,30.1,34.6,26.5,996,79,-1,2.7,8.1,20,17,2017-07-24
1294,29.6,33.4,26.6,997,84,-1,2.4,9.3,16,22,2017-07-25
1295,31.6,35.0,26.4,999,74,0,3.2,8.9,13,20,2017-07-26
1296,32.2,35.0,28.6,1000,69,0,3.7,9.3,16,24,2017-07-27
1297,32.2,36.0,28.2,1001,70,-1,3.1,9.4,20,25,2017-07-28
1298,31.8,36.0,27.7,-1,72,0,3.1,11.7,22,27,2017-07-29
1299,30.9,35.1,28.0,1001,70,0,3.1,9.3,16,10,2017-07-30
1300,28.3,34.1,27.0,1001,89,-1,2.1,4.6,18,17,2017-07-31
1301,28.8,32.0,26.8,1001,84,-1,2.3,9.6,18,17,2017-08-01
1302,29.8,32.0,27.0,1000,78,0,2.7,10.2,14,27,2017-08-02
1303,31.2,35.0,27.3,997,69,0,2.9,18.7,27,27,2017-08-03
1304,30.8,35.0,27.0,996,71,0,2.7,9.4,18,42,2017-08-04
1305,31.6,35.0,27.7,999,66,0,2.7,7.2,14,53,2017-08-05
1306,32.6,36.0,28.8,999,66,-1,2.7,6.7,55,61,2017-08-06
1307,29.8,36.1,26.0,1001,84,-1,2.3,3.5,11,57,2017-08-07
1308,31.7,36.0,26.5,1001,77,29,2.7,4.8,13,36,2017-08-08
1309,29.2,35.6,27.0,999,87,0,1.6,3.5,18,50,2017-08-09
1310,31.3,34.0,27.6,997,74,0,2.7,10.7,20,48,2017-08-10
1311,32.5,35.2,28.4,998,66,0,3.2,16.1,22,21,2017-08-11
1312,31.9,35.5,27.7,997,65,0,3.1,19.4,31,48,2017-08-12
1313,31.3,35.0,27.3,1001,68,0,2.9,13.1,22,39,2017-08-13
1314,31.6,36.0,27.4,1003,63,0,3.7,7.2,14,26,2017-08-14
1315,32.4,37.0,28.5,-1,62,0,3.4,10.7,22,30,2017-08-15
1316,32.6,37.0,28.0,999,60,0,3.1,13.3,24,35,2017-08-16
1317,33.5,37.0,29.2,998,59,0,3.2,14.1,25,39,2017-08-17
1318,33.7,37.2,29.0,1000,57,0,3.5,11.5,16,46,2017-08-18
1319,27.9,37.8,26.0,1003,92,-1,1.6,6.1,14,35,2017-08-19
1320,32.0,36.0,26.5,1001,70,0,3.1,9.6,28,22,2017-08-20
1321,32.1,36.0,28.3,1001,72,0,3.2,8.5,16,25,2017-08-21
1322,31.5,36.1,28.5,1001,76,0,2.7,6.1,9,46,2017-08-22
1323,29.4,35.1,26.0,-1,83,-1,2.1,3.9,7,36,2017-08-23
1324,30.4,35.0,25.0,1001,78,0,2.3,2.6,7,47,2017-08-24
1325,31.1,35.0,27.2,999,76,-1,2.4,3.9,11,51,2017-08-25
1326,29.1,35.3,25.2,1000,84,-1,2.4,4.3,22,62,2017-08-26
1327,31.0,36.0,24.8,1000,71,-1,3.2,3.7,9,34,2017-08-27
1328,30.6,35.7,26.6,1001,73,-1,2.7,10.0,29,23,2017-08-28
1329,30.9,35.2,27.0,1001,75,-1,2.6,11.1,27,15,2017-08-29
1330,31.3,35.4,27.5,1002,74,0,3.2,10.4,18,20,2017-08-30
1331,28.2,35.5,25.6,1003,89,-1,1.6,6.1,20,41,2017-08-31
1332,28.7,33.0,25.5,1002,81,-1,2.3,9.4,22,25,2017-09-01
1333,28.2,32.6,26.0,1002,78,-1,2.7,9.8,22,20,2017-09-02
1334,30.7,35.0,25.2,1003,70,0,3.4,8.1,18,38,2017-09-03
1335,31.5,35.0,27.0,1004,70,0,3.2,11.9,18,47,2017-09-04
1336,31.3,35.1,25.6,-1,66,-1,3.4,8.7,16,35,2017-09-05
1337,31.6,36.0,26.2,1004,62,0,3.5,8.3,27,39,2017-09-06
1338,28.9,36.1,24.2,1005,76,0,2.9,6.7,13,40,2017-09-07
1339,31.2,35.0,26.5,1005,67,0,2.7,5.7,13,51,2017-09-08
1340,31.6,35.1,26.8,1003,65,0,3.1,6.7,11,54,2017-09-09
1341,32.4,37.0,27.0,1005,62,0,3.2,4.4,11,60,2017-09-10
1342,31.9,36.9,27.0,1006,62,0,3.1,5.2,14,63,2017-09-11
1343,31.6,36.2,25.8,1006,61,0,3.2,5.7,21,46,2017-09-12
1344,32.2,36.2,27.0,1006,63,0,2.9,4.6,11,54,2017-09-13
1345,32.1,36.6,27.5,1005,67,0,2.4,3.0,7,80,2017-09-14
1346,32.7,36.1,27.0,1005,53,0,2.9,6.7,14,64,2017-09-15
1347,29.5,36.4,26.5,1005,71,0,2.4,1.7,7,51,2017-09-16
1348,30.7,35.0,26.6,1003,62,0,2.9,8.9,18,53,2017-09-17
1349,31.2,36.0,25.2,1003,60,0,3.4,9.8,18,60,2017-09-18
1350,31.6,36.0,25.6,1002,59,0,2.6,1.1,7,55,2017-09-19
1351,31.6,37.0,25.0,1002,57,0,2.7,3.0,11,70,2017-09-20
1352,30.7,36.9,24.8,1002,69,0,2.9,6.9,11,55,2017-09-21
1353,26.2,35.4,24.0,1003,87,-1,2.3,9.4,14,11,2017-09-22
1354,24.7,27.5,23.5,1005,95,-1,1.9,7.4,21,17,2017-09-23
1355,27.1,31.0,23.0,-1,79,0,2.4,9.4,18,35,2017-09-24
1356,30.2,35.0,23.8,1004,67,0,3.1,8.9,14,50,2017-09-25
1357,30.4,35.1,25.0,1005,66,0,3.4,5.7,18,66,2017-09-26
1358,30.8,36.0,23.8,1005,58,0,3.1,2.6,11,80,2017-09-27
1359,31.2,37.0,24.5,1004,58,0,2.9,2.0,7,75,2017-09-28
1360,30.7,36.8,24.6,1005,59,0,3.1,4.6,13,89,2017-09-29
1361,30.2,36.1,23.2,1007,55,0,3.4,7.0,14,74,2017-09-30
1362,28.8,36.0,22.0,1005,55,0,3.4,5.7,22,68,2017-10-01
1363,29.9,36.4,21.9,1006,47,0,3.9,8.0,24,63,2017-10-02
1364,30.5,36.4,21.3,1007,53,0,3.7,7.2,14,69,2017-10-03
1365,29.8,36.6,22.6,1008,55,0,3.1,5.0,18,76,2017-10-04
1366,30.0,36.0,23.2,1008,54,0,2.6,5.2,14,75,2017-10-05
1367,30.1,36.0,22.5,1008,47,0,3.4,4.8,14,79,2017-10-06
1368,29.6,36.0,21.6,1007,54,0,2.9,6.1,18,70,2017-10-07
1369,28.8,35.8,22.4,1006,63,0,2.6,3.9,11,102,2017-10-08
1370,29.6,36.0,22.5,1007,58,0,2.7,2.4,11,107,2017-10-09
1371,29.3,36.4,22.0,1006,59,0,2.6,0.2,11,105,2017-10-10
1372,29.6,35.0,22.2,1006,58,0,2.7,1.7,7,104,2017-10-11
1373,29.1,35.3,22.0,1006,60,0,2.7,2.4,14,106,2017-10-12
1374,29.0,35.0,21.6,1004,57,0,2.6,4.4,14,137,2017-10-13
1375,28.8,36.4,21.5,1004,56,0,2.6,2.4,13,147,2017-10-14
1376,28.2,36.5,19.2,1005,54,0,2.7,3.5,16,147,2017-10-15
1377,27.2,36.5,19.0,1006,55,0,2.3,2.6,9,152,2017-10-16
1378,26.6,35.0,18.4,1007,56,0,2.3,4.3,11,121,2017-10-17
1379,27.4,34.5,18.7,1009,53,0,2.4,4.3,14,152,2017-10-18
1380,28.5,36.0,19.4,1008,58,0,2.4,0.6,9,176,2017-10-19
1381,27.8,36.3,20.5,1007,62,0,1.3,2.0,13,426,2017-10-20
1382,25.9,35.3,18.4,1005,61,0,1.6,3.1,11,213,2017-10-21
1383,27.7,36.0,18.0,1005,55,0,2.3,2.2,11,146,2017-10-22
1384,27.8,36.5,18.8,-1,52,0,2.3,0.2,3,163,2017-10-23
1385,24.3,35.4,17.8,1010,61,0,1.9,3.5,14,188,2017-10-24
