Day,T,TM,Tm,SLP,H,VV,V,VM
2,30.7,34,25.5,1000.1,73,2.6,13.7,22.2
3,30.7,34,25,1000.5,65,3.4,12,27.8
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,31.1,35,25,1003.1,64,3.2,10.4,18.3
8,31.3,35,26,1004.6,63,3.2,11.5,18.3
9,31.5,35.5,26.1,-,60,3.2,13.5,22.2
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.4,36,26.7,1006.7,65,3.1,8.3,13
14,30.4,35.6,25.7,1006.5,72,2.9,4.3,14.8
15,31.6,35,25.7,1005.3,63,2.6,3.7,-
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.7,37.1,26,1003.2,63,2.9,1.7,5.4
20,32.5,37.2,25.3,1003,59,3.1,1.7,7.6
21,32.6,37.4,27,1005.8,63,2.6,6.3,13
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,30.7,34.8,25.6,1004.5,66,2.6,3.3,11.1
26,31.2,35,25.2,-,63,2.7,3,9.4
27,31.4,35.2,26,1005.8,62,3.1,2,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,31.9,36,26.5,1007.2,66,2.3,2.4,7.6
2,32.4,36.4,27.5,1007.8,65,3.1,3.5,11.1
3,32.7,36.1,27.7,-,64,2.6,3.3,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,30.3,35,24.7,1007.3,62,2.3,7.6,18.3
8,29.9,35,23,1006.3,60,2.6,6.7,24.1
9,30,36,22.5,1004.9,63,2.6,3,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,28.6,35,19.8,1008.2,49,3.7,11.5,22.2
14,28.3,35.2,19,1009.4,53,3.4,9.1,35.9
15,26.8,35.2,17.5,1010.4,57,2.6,5.7,13
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,27.6,35,17.6,1007.6,53,3.1,5.9,13
20,27.7,35,18.6,1006.9,52,3.1,7.8,28.7
21,27.3,35,19,1007.8,55,3.2,7.2,27.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,27.2,34.5,19.5,1009,58,3.1,11.1,25.9
26,26.4,33,18.4,1012.4,60,2.6,4.6,14.8
27,25.4,33.4,16.5,1014.3,62,1.6,5,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,23.7,31.7,15.5,1017.7,69,1,1.3,5.4
1,23.4,31.1,14.2,1016,60,1.1,3,7.6
2,22.6,30.6,15.8,1015.4,69,0.5,1.1,5.4
3,23.9,32,14.5,1015.6,63,1,2,5.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,23.2,30.2,14,1012.6,55,1.1,7.4,18.3
8,22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2
9,21.7,30,12.2,1014.5,52,1.1,6.3,16.5
10,nan,nan,nan,nan,nan,nan,nan,nan
11,-,-,-,-,-,-,-,-
12,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan
14,22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5
15,20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4
16,20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,nan,nan,nan,nan,nan,nan,nan,nan
20,20.8,29,10.5,1013.9,61,1.8,2.6,7.6
21,22,31,10.7,1013.2,56,1.8,2.4,14.8
22,21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,nan,nan,nan,nan,nan,nan,nan,nan
26,24.2,31,16.5,1013,36,2.9,13.9,22.2
27,22.7,30.8,13.6,1012,38,3.4,11.9,20.6
28,21.4,29.6,12.7,1013.7,40,2.6,8,20.6
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,19.2,25.9,11.9,1017,84,0.8,2.6,9.4
2,18.9,25.8,11.5,1017.9,77,0.6,5,13
3,19.3,27,11.7,1019.6,57,1.8,5.2,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,17.8,24.8,11.2,1017,74,0.6,0.7,7.6
8,15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6
9,18.2,27,7.7,1013.7,72,0.6,1.1,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,19,27.1,10.5,1015.1,61,1.6,3.3,9.4
14,18,26.6,10.5,1017.1,61,1.9,8,14.8
15,17.2,24.2,10,1017.2,58,1.6,9.3,22.2
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,16.3,23,6.6,1016.9,61,1,9.4,20.6
20,18.1,24,11.2,1015.4,56,1.8,15.9,25.9
21,17.8,25,10.7,1015.8,54,2.3,9.4,22.2
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,13.9,24.5,11.4,1015,95,0.6,8.7,14.8
26,16.3,23,9.8,1016.9,78,1.1,7.4,16.5
27,16.3,23.4,9,1017.3,68,1.3,7.8,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,-,-,-,-,-,-,-,-
1,15.6,23,9,1016.4,87,1.3,2.4,11.1
2,17.4,24,9.3,1018.9,81,1.3,2.2,9.4
3,16.7,24.3,9.5,1018,82,1,4.1,13
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,14.7,24.4,13.5,1012.2,96,1,10,22.2
8,15.4,20,10.2,1015.5,84,1.1,2.2,7.6
9,14.1,20.2,8.6,1015.8,82,1.1,5,13
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,12.1,19,4.3,1017.8,70,1.4,6.1,14.8
14,12.6,19.5,3.2,1019.2,78,1.3,5.2,11.1
15,16.4,24,8.6,1017.3,73,1.3,3.3,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,14,21,6.4,1023.1,76,1.6,10.2,16.5
20,14.7,21.3,6,-,68,1.8,10.2,18.3
21,14.7,20.8,7,1021.4,72,1,6.1,14.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,19.8,25.6,12.5,1018.2,74,1.1,7.8,24.1
26,16.2,25.1,14.5,1017.1,92,0.8,8,22.2
27,16.1,20,13.2,1019.1,80,1.8,11.9,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,17.3,23.2,9.8,1016,71,1.4,4.6,16.5
1,16.2,23.4,9.4,1017.9,75,1.3,8,16.5
2,17,24,8.6,1019.2,66,1.6,2.8,7.6
3,17.9,25,9.5,1017.3,68,1.6,3.3,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,16.1,23.5,8.6,1015.9,62,2.9,10.2,18.3
8,16.8,24,9,1015.2,63,1.8,5.7,18.3
9,16.7,24.2,9.4,1016.4,66,1.8,10.6,27.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,18.2,25,8.9,1021.9,59,2.3,7.6,18.3
14,18.6,29,10.2,1021.3,59,1.8,10.2,18.3
15,19.7,27,9.8,1020.3,58,2.4,8.7,32.4
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,24.1,31,15.6,1011.1,57,3.1,7.2,14.8
20,24.8,32,16.4,1005,56,2.4,6.3,14.8
21,20.9,32.4,15.7,1008.2,74,1.9,12,24.1
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,21.4,28,13.5,1013.6,47,3.1,18.5,35.2
26,20.4,28.1,12.4,1012.5,55,2.6,16.1,29.4
27,21.2,29,11,1014.2,52,3.2,8,16.5
28,nan,nan,nan,nan,nan,nan,nan,nan
1,24.7,32.5,18,1012.1,49,2.6,5,11.1
2,22.8,30.5,16.5,1011.1,59,1.9,4.4,11.1
3,21.3,28.5,12.5,1010.6,41,3.1,8.3,22.2
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,23.4,30,12,1008.3,41,2.6,5.9,14.8
8,22.8,30.7,17.6,1008,54,2.9,12,22.2
9,20.7,28.2,14.6,1007.6,67,2.6,8.1,18.3
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,18.4,24,9,1015.3,49,3.2,9.1,20.6
14,19.6,26,9.1,1016.4,50,2.7,6.5,22.2
15,21.4,28,10.5,1013.7,50,2.4,8.5,22.2
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,23.6,30,15.6,1011.7,57,2.6,7.6,18.3
20,24.2,30,15.4,1012.2,53,2.7,11.3,24.1
21,26.6,34,16.2,1011.6,47,2.9,10.9,22.2
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,27.8,35,17.7,1010.4,41,3.4,12.8,27.8
26,29.1,35,20.8,1009.8,38,3.2,16.1,35.2
27,30.6,37,21.8,1009.5,41,3.1,13.1,27.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,31.2,38.5,23.3,1007.5,41,2.9,8.3,18.3
1,32.8,39,23.2,1004.7,36,3.2,11.1,22.2
2,31.7,39.4,23,1004.2,34,3.5,10.7,25.9
3,32.8,39,21.4,1004.9,30,3.7,10.7,22.2
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.8,38,19.2,1008,32,1.9,5.9,18.3
8,27.5,34.4,16.5,1010.8,28,2.7,10,20.6
9,27.3,33.6,19,1010.8,29,3.9,13.3,25.9
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.6,40,19.9,1006.3,27,2.9,5.6,11.1
14,32.4,40.5,20.7,1004.5,33,2.3,2.6,9.4
15,33,40.6,22,1002.1,29,3.2,8.5,24.1
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,-,-,-,-,-,-,-,-
20,-,-,-,-,-,-,-,-
21,34.9,43.2,28.9,999.7,45,2.7,9.1,21.7
22,33.5,40.2,28.5,1001.9,49,2.3,8.5,22.2
23,33.9,40,26.8,1001.9,31,3.2,11.1,22.2
24,nan,nan,nan,nan,nan,nan,nan,nan
25,nan,nan,nan,nan,nan,nan,nan,nan
26,nan,nan,nan,nan,nan,nan,nan,nan
27,32.6,38.2,22.5,1006.3,33,2.7,11.9,51.9
28,32.2,38.5,24,1004.8,37,2.9,13.3,39.6
29,32.1,39,24,1005.4,40,3.1,5.9,20.6
30,nan,nan,nan,nan,nan,nan,nan,nan
1,32.2,38.1,23.1,1007.2,35,3.7,5.7,13
2,32.3,39.6,22,1006.8,37,3.2,4.4,13
3,32.6,40,24.4,1006.6,35,2.3,7.4,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,36.6,44,25.3,1003.7,27,3.4,8,18.3
8,36.6,44.1,27.6,1002.7,30,2.6,3.5,9.4
9,35.6,42.8,28,1001.5,36,3.2,10.7,20.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,36,41.8,27.5,1002,35,2.7,6.7,18.3
14,37.2,43,27.8,999.8,28,3.1,6.7,14.8
15,37.9,44,28.1,998.3,24,3.2,10.2,22.2
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,32.3,40.2,27.4,1001.4,45,3.2,6.5,18.3
20,34,41.4,28.4,1000,38,3.4,5.4,22.2
21,31.2,39,24,1001.5,45,2.1,9.8,22.2
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,36.4,41.6,28.5,999.1,36,3.4,4.3,11.1
26,37.8,44,29,997.3,33,3.1,8.3,22.2
27,35.3,43.9,29.3,998,46,3.9,13.3,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,29.4,37,26,1000.2,69,2.9,9.4,20.6
1,32.9,37,24.9,1000.7,52,2.4,5,14.8
2,34.9,40,26,999.4,38,2.6,6.7,13
3,37.3,42.5,28.7,996.6,32,3.4,12.2,35.2
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,31.7,43,26,1003.5,51,3.2,14.3,37
8,30.3,37.2,25,1002.1,62,3.5,8.9,18.3
9,32.9,37,26.4,1000.6,53,2.7,4.8,13
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,36.6,42,28.1,997.5,33,3.5,13.3,29.4
14,36.1,42,29,1000.4,37,2.9,12.8,43.2
15,34.7,41.6,28.6,998.9,39,3.1,11.3,22.2
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,30.2,37,24,998,72,3.2,10.2,27.8
20,27.6,37.4,23.2,998.3,79,2.6,5.6,14.8
21,27.7,32.2,23.7,999,85,2.4,6.7,13
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,35.7,39,30,997.7,58,3.1,6.7,13
26,35.2,39.4,30.4,998.9,62,3.4,7.6,18.3
27,35.6,39,30.5,998.5,59,3.4,9.4,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,30.3,34.5,25.4,995.6,84,2.4,3.3,9.4
2,28.1,35.1,26,996.9,91,1.9,6.5,14.8
3,32,37,26.7,996.5,75,2.3,3.7,9.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,31.3,35.8,25.2,1000.4,74,2.7,3.9,11.1
8,31.9,36.5,28.2,999.1,72,2.4,6.3,13
9,34.4,37.6,29.6,998.6,58,2.9,7.4,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.1,35,27,999.4,69,3.2,7.8,14.8
14,33.2,36.5,28.4,999.6,64,3.7,9.6,18.3
15,31.6,36.4,28.4,1000.2,76,3.2,6.1,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,34.1,38,28,997.6,64,2.7,5,18.3
20,29.2,38.4,25,998,84,2.3,6.9,18.3
21,32.5,36,28,997.5,70,3.1,10,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,29.6,33.4,26.6,997.3,84,2.4,9.3,16.5
26,31.6,35,26.4,999.1,74,3.2,8.9,13
27,32.2,35,28.6,1000.7,69,3.7,9.3,16.5
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,28.3,34.1,27,1001.1,89,2.1,4.6,18.3
1,28.8,32,26.8,1001.6,84,2.3,9.6,18.3
2,29.8,32,27,1000.2,78,2.7,10.2,14.8
3,31.2,35,27.3,997.2,69,2.9,18.7,27.8
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,29.8,36.1,26,1001.8,84,2.3,3.5,11.1
8,31.7,36,26.5,1001.5,77,2.7,4.8,13
9,29.2,35.6,27,999.3,87,1.6,3.5,18.3
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.3,35,27.3,1001.2,68,2.9,13.1,22.2
14,31.6,36,27.4,1003.3,63,3.7,7.2,14.8
15,32.4,37,28.5,-,62,3.4,10.7,22.2
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,27.9,37.8,26,1003.2,92,1.6,6.1,14.8
20,32,36,26.5,1001.8,70,3.1,9.6,28.7
21,32.1,36,28.3,1001.3,72,3.2,8.5,16.5
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,31.1,35,27.2,999.9,76,2.4,3.9,11.1
26,29.1,35.3,25.2,1000.4,84,2.4,4.3,22.2
27,31,36,24.8,1000,71,3.2,3.7,9.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,28.2,35.5,25.6,1003.7,89,1.6,6.1,20.6
1,28.7,33,25.5,1002.6,81,2.3,9.4,22.2
2,28.2,32.6,26,1002.8,78,2.7,9.8,22.2
3,30.7,35,25.2,1003.9,70,3.4,8.1,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.9,36.1,24.2,1005.5,76,2.9,6.7,13
8,31.2,35,26.5,1005.5,67,2.7,5.7,13
9,31.6,35.1,26.8,1003.9,65,3.1,6.7,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,32.2,36.2,27,1006.2,63,2.9,4.6,11.1
14,32.1,36.6,27.5,1005.6,67,2.4,3,7.6
15,32.7,36.1,27,1005.1,53,2.9,6.7,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.6,36,25.6,1002.8,59,2.6,1.1,7.6
20,31.6,37,25,1002.9,57,2.7,3,11.1
21,30.7,36.9,24.8,1002.7,69,2.9,6.9,11.1
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,30.2,35,23.8,1004.5,67,3.1,8.9,14.8
26,30.4,35.1,25,1005.7,66,3.4,5.7,18.3
27,30.8,36,23.8,1005.9,58,3.1,2.6,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,28.8,36,22,1005.9,55,3.4,5.7,22.2
2,29.9,36.4,21.9,1006,47,3.9,8,24.1
3,30.5,36.4,21.3,1007.9,53,3.7,7.2,14.8
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,29.6,36,21.6,1007.6,54,2.9,6.1,18.3
8,28.8,35.8,22.4,1006.9,63,2.6,3.9,11.1
9,29.6,36,22.5,1007.6,58,2.7,2.4,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,29,35,21.6,1004.5,57,2.6,4.4,14.8
14,28.8,36.4,21.5,1004.4,56,2.6,2.4,13
15,28.2,36.5,19.2,1005.1,54,2.7,3.5,16.5
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,28.5,36,19.4,1008.8,58,2.4,0.6,9.4
20,27.8,36.3,20.5,1007.5,62,1.3,2,13
21,25.9,35.3,18.4,1005.6,61,1.6,3.1,11.1
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,23.8,33,17,1013.7,63,1.6,2.6,7.6
26,23.8,33.1,16.1,1014,67,1.9,0.7,5.4
27,23.8,33.2,17.3,1012.8,69,1.8,0.7,5.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,22.6,30,16.4,1013.3,77,1.1,0,-
1,23.5,31.4,17.6,1014,72,1.6,1.7,9.4
2,23.3,32,19.4,1012.9,79,1.3,2.6,9.4
3,22.7,30.3,17.5,1013.5,78,1.1,0.4,3.5
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,21.1,30,16,1014.4,73,0.6,1.9,11.1
8,19.7,30.2,14,1014,82,0.3,0.4,3.5
9,20.1,30.4,13.8,1013.2,71,0.5,0.9,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,19.3,28.5,12.4,1010.9,74,0.6,0.4,3.5
14,20.1,28.5,14.6,1011.2,73,0.8,1.9,7.6
15,18.8,27.7,13.2,1012.4,76,1.1,0.6,-
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,18.1,24.3,13.5,1016.5,60,1.8,5.6,14.8
20,15.9,24.5,9.4,1017.3,58,1.4,3.9,11.1
21,16,24.4,10.2,1015.1,59,1.8,5.2,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,16.9,26.5,8.6,1016,57,1.9,3.5,9.4
26,16.9,27.5,8.6,1016.7,63,1.6,1.1,9.4
27,16.3,27.5,9,1013.9,63,1.9,5,13
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,15.7,27.1,8.2,1015.7,66,1.6,1.7,13
2,15.2,26,7.4,1017,65,1.6,0,-
3,15.1,26.4,8,1016.6,72,1.3,0.7,5.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,17.4,25,12,1015.7,47,1.9,6.1,22.2
8,16.6,25.2,9.4,1015.4,52,1.9,6.7,22.2
9,16.1,26.6,0.7,1015.3,60,1.9,1.7,9.4
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,15.7,21.7,12,1018.2,85,1,3.3,7.6
14,13.6,21.3,9.6,1020.1,83,0.8,4.8,11.1
15,12.7,19.5,8,1021,78,1,6.1,11.1
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,15.2,25.6,9.6,1019.9,70,1.4,4.4,9.4
20,16.4,23.7,9.6,1020.6,82,0.5,2.8,9.4
21,17.4,25,12,1020.8,76,0.8,1.3,9.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,13.5,25.1,7,1017.8,79,1,3.9,13
26,14.4,23.2,7.1,1017.7,74,1.3,2,7.6
27,15.1,25,7.6,1017.1,71,1.3,3.5,13
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,-,-,-,-,-,-,-,-
1,12.2,23.9,5.7,1014.5,88,0.3,0.7,5.4
2,11.8,20.1,8.4,1015.3,89,0.3,2.8,9.4
3,11.3,18.2,6.7,1015.6,85,0.6,3.5,9.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,13.2,20.8,6.4,1015.2,69,1.4,8.5,14.8
8,12.1,20.7,5,1017.6,72,1.4,3.9,11.1
